ENGLISH-1,ENGLISH-2,ENG DESCRIPTION,MALAYALAM-1,MALAYALAM-2,ML DESCRIPTION
release,,,പുറന്തള്ളുക,,
relevant,,,,,
relief,,,,,
religion,,,,,
religious,,,,,
rely,,,തുണതേടുക,,
remain,,,ബാക്കിവരിക,,
remaining,,,ബാക്കി,,
remarkable,,,,,
remember,,,ഓര്‍ക്കുക,,
remind,,,ഓര്‍മ്മിപ്പിക്കുക,,
remote,,,അകലെയുള്ള,,
remove,,,മാറ്റുക,,
repeat,,,വീണ്ടും ചെയ്യുക,,
repeatedly,,,തുടര്‍ച്ചയായി,,
replace,,,പകരംവയ്ക്കുക,,
reply,,,മറുപടി,,
report,,,,,
reporter,,,,,
represent,,,,,
representation,,,,,
representative,,,,,
Republican,,,കുടിയാള്‍വാഴ്ച,,
repurcussion,,,തിരിച്ചടി,,
reputation,,,നല്‍പ്പേര്,,
request,,,,,
require,,,വേണ്ടിവരിക,,
requirement,,,വേണ്ടത്,,
research,,,ആരാഴ്ചി,,
researcher,,,ആരാച്ചികൻ,,
resemble,,,അടുപ്പം തോന്നിക്കുക,,
reservation,,,നീക്കിവയ്ക്കല്‍,,
resident,,,കുടിയാന്‍/താമസക്കാരന്‍,,
resist,,,എതിര്‍ക്കുക,,
resistance,,,ചെറുത്തുനില്‍പ്പ്‌/എതിര്‍പ്പ്,,
resolution,,,പോംവഴി,,
resolve,,,പോംവഴിയുണ്ടാക്കുക,,
resort,,,,,
resource,,,,,
respect,,,ഓച്ചാനം,,
respond,,,മറുപടി കൊടുക്കുക,,
respondent,,,മറുപടിക്കാരന്‍,,
response,,,മറുപടി,,
responsibility,,,ചുമതല,,
responsible,,,ചുമതലപ്പെട്ട,,
rest,,,ഒഴിവെടുക്കുക,,
restaurant,,,ഊണുപുര,,
restore,,,വീണ്ടെടുക്കുക,,
restriction,,,തടസ്സം,,
result,,,വിളവ്,,
retail,,,ചില്ലറക്കച്ചവടം,,
retain,,,നിലനിര്‍ത്തുക,,
retire,,,തൊഴിലൊഴിയുക,,
retirement,,,തൊഴിലൊഴിച്ചില്‍,,
return,,,മടങ്ങിവരിക,,
reveal,,,വെളിപ്പെടുത്തുക,,
revenue,,,വരുമാനം,,
review,,,തിരിഞ്ഞുനോട്ടം,,
revival,,,ഉയിര്‍ക്കല്‍,,
revolution,,,വിടുതല്‍പോര്,,
rhythm,,,താളം,,
rice,,,അരി,,
rich,,,പണക്കാരന്‍,,
rid,,,ഒഴിവാക്കുക,,
ride,,,സവാരി,,
right,,,ശരി/ഊര്‍പ്പ്,,
river,,,പുഴ,,
road,,,നിരത്ത്/വഴി,,
robbery,,,കവര്‍ച്ച/കൊള്ള,,
rocket,,,എരിവാണം,,
rot,,,അഴുകുക/ചീയുക,,
rough,,,പരുക്കൻ,,
round,,,വട്ടം,,
route,,,വഴി,,
routine,,,വഴക്കം/ചിട്ട,,
row,,,വരി/തുഴയുക,,
rub,,,തടവുക,,
rule,,,ചട്ടം,,
run,,,ഓടുക,,
running,,,ഓട്ടം,,
rupture,,,വിള്ളല്‍/പിളര്‍പ്പ്,,
rural,,,നാട്ടിന്‍പുറത്തെ,,
rush,,,തിരക്ക്/പാച്ചില്‍,,
Russian,,,റഷ്യന്‍,,
rust,,,തുരുമ്പ്,,
sacred,,,,,
sad,,,അഴൽപ്പാട്,,
safe,,,കെട്ടുറപ്പുള്ള,,
safety,,,കെട്ടുറപ്പ്,,
sail,,,പായ,,
sailboat,,,പായ്ക്കപ്പല്‍,,
sake,,,വേണ്ടി,,
salad,,,ഇലക്കൂട്ട്,,
salary,,,ശമ്പളം,,
sale,,,വില്‍പ്പന,,
sales,,,വില്‍പ്പന,,
saliva,,,ഉമിനീര്,,
salt,,,ഉപ്പ്,,
same,,,ഒരേ,,
sample,,,,,
sanction,,,,,
sand,,,മണല്‍,,
satellite,,,വാനംചുറ്റി,,
satisfaction,,,മതിയാകൽ,,
satisfy,,,മതിയാകുക,,
sauce,,,ചാറ്,,
save,,,കാക്കുക,,
saving,,,കാക്കല്‍,,
say,,,പറയുക,,
scale,,,അളവുകോല്‍,,
scandal,,,കോഴ,,
scared,,,പേടിച്ചു,,
scenario,,,കാഴ്ച്ചവട്ടം,,
scene,,,കാഴ്ച,,
schedule,,,നേരപ്പട്ടിക,,
scheme,,,ചെയ്ത്തുപരിപാടി,,
scholar,,,,,
scholarship,,,,,
school,,,പള്ളിക്കൂടം,,
science,,,പനുവല്‍,,
scientific,,,,,
scientist,,,പനുവലാള്‍,,
scope,,,,,
score,,,എണ്ണം,,
scratch,,,ചുരണ്ടുക/മാന്തുക,,
scream,,,മുറവിളി,,
screen,,,തിര,,
screw,,,പിരി,,
screwdriver,,,പിരികയറ്റി,,
script,,,കൈയ്യെഴുത്ത്,,
sea,,,കടല്‍/ആഴി,,
search,,,തിരയുക/തപ്പുക/പരതുക,,
season,,,കാലം,,
seat,,,ഇരിപ്പിടം,,
second,,,രണ്ടാമത്തെ,,
secret,,,അകമിയം/കമുക്ക്,,
secretary,,,കൈയാള്‍,,
section,,,തുണ്ട്,,
sector,,,തുറ,,
secure,,,കെട്ടുറപ്പുള്ള,,
security,,,കാവൽ,,
seduction,,,മയറ്റ്,,
see,,,കാണുക/നോക്കുക,,
seed,,,വിത്ത്,,
seek,,,തേടുക/തിരയുക,,
seem,,,തോന്നുക,,
segment,,,മുറി/നുറുങ്ങ്,,
seize,,,പിടിച്ചെടുക്കുക,,
select,,,തിരഞ്ഞെടുക്കുക,,
selection,,,പലവക,,
self,,,താന്‍,,
sell,,,വില്‍ക്കുക,,
Senate,,,,,
senator,,,,,
send,,,അയയ്ക്കുക,,
senior,,,മൂത്ത,,
sense,,,തോന്നല്‍,,
sensitive,,,,,
sentence,,,,,
separate,,,വേര്‍പെട്ട,,
sequence,,,ഒഴുങ്ങ്,,
serial,,,തുടര്‍ക്കളി,,
series,,,ഒഴുങ്ങ്,,
serious,,,,,
seriously,,,,,
serve,,,ഊഴിയം ചെയ്യുക,,
service,,,ഊഴിയം,,
session,,,,,
set,,,നുറുങ്ങ്,,
set aside,,,വകയിരുത്തുക,,
setting,,,,,
settle,,,ഒത്തുതീര്‍ക്കുക,,
settlement,,,ഒത്തുതീര്‍പ്പ്,,
seven,,,ഏഴ്,,
several,,,പല,,
severe,,,വളരെ,,
sex,,,ഓകുക/പുണര്‍ച്ച/വേഴ്ച,,
sexual,,,ഓക്ക്,,
shade,,,നിഴല്‍,,
shadow,,,നിഴല്‍,,
shake,,,കുലുക്കുക/ഇളക്കുക,,
shall,,,ചെയ്യട്ടെ,,
shape,,,ഉരുവം/ഉരുത്തിരിയുക,,
share,,,പങ്ക്,,
shark,,,സ്രാവ്,,
sharp,,,കൂര്‍ത്ത,,
shatter,,,"ഉടയുക, തകരുക",,
she,,,അവള്‍,,
sheet,,,താള്‍,,
shelf,,,ചുവരലമാര,,
shell,,,പുറംതോട്,,
shelter,,,തണലിടം,,
shepherd,,,ഇടയന്‍,,
shift,,,നീക്കുക,,
shine,,,തിളങ്ങുക/തിളക്കം,,
ship,,,കപ്പല്‍,,
shirt,,,ചട്ട/കുപ്പായം,,
shit,,,അപ്പി/കാട്ടം,,
shock,,,ഞെട്ടല്‍,,
shoe,,,,,
shoot,,,വെടിവയ്ക്കുക,,
shooting,,,വെടിവയ്പ്,,
shop,,,വാങ്ങുക,,
shopping,,,വാങ്ങല്‍,,
shore,,,കടല്‍ക്കര,,
short,,,കുറിയ,,
shortly,,,താമസിയാതെ,,
shot,,,വെടിവയ്പ്,,
should,,,വേണം,,
shoulder,,,തോള്‍,,
shout,,,അലറുക,,
show,,,കാണിക്കുക,,
shower,,,കുളിക്കുക/ചാറ്റല്‍,,
shrug,,,തോളിളക്കുക,,
shut,,,അടയ്ക്കുക,,
sibling,,,ഓപ്പ/ഉടപിറന്നവര്‍,,
sigh,,,നെടുവീര്‍പ്പ്,,
signature,,,ഒപ്പ്,,
similar,,,ഒരേപോലത്തെ,,
similarly,,,അതുപോലെ,,
simple,,,എളുപ്പമായ,,
simply,,,വെറുതെ,,
sin,,,പാതകം,,
since,,,തൊട്ട്,,
sing,,,പാടുക,,
singer,,,പാട്ടുകാരന്‍,,
single,,,ഒറ്റ,,
sink,,,മുങ്ങുക,,
sir,,,ഏമാന്‍,,
sister,,,അനിയത്തി/ചേച്ചി,,
sit,,,ഇരിക്കുക,,
site,,,ഇടം,,
situation,,,ഇട,,
six,,,ആറ്,,
size,,,വലുപ്പം/വണ്ണം,,
ski,,,മഞ്ഞുകോല്‍,,
skill,,,കഴിവ്,,
skin,,,തൊലി,,
skirt,,,പാവാട,,
sky,,,മാനം,,
slave,,,അടിമ,,
sleep,,,ഉറക്കം,,
slice,,,പൂള്‍/തുണ്ട്,,
slide,,,വഴുക്കുക,,
slight,,,ചെറിയ,,
slightly,,,ചെറുതായി/കുറേശ്ശെ,,
slip,,,തെന്നുക,,
slow,,,പതുക്കെ,,
slowly,,,പതുക്കെ,,
small,,,ചെറുത്,,
smart,,,മിടുക്കന്‍,,
smell,,,മണം,,
smile,,,പുഞ്ചിരി,,
smoke,,,പുക,,
smooth,,,മിനുസ്സമായ,,
snap,,,പൊട്ടുക,,
snow,,,മഞ്ഞ്,,
so,,,അത് കൊണ്ട്,,
soap opera,,,തുടര്‍ക്കളി,,
so-called,,,പറയപ്പെടുന്ന,,
soccer,,,കാല്‍പ്പന്ത്‌,,
social,,,,,
society,,,,,
sock,,,കാലുറ,,
soft,,,നനുത്ത,,
software,,,,,
soil,,,മണ്ണ്,,
solar,,,,,
soldier,,,പടയാളി,,
solid,,,കട്ടിയുള്ള,,
solution,,,പോംവഴി,,
solve,,,കുരുക്കഴിക്കുക,,
some,,,ചില,,
somebody,,,ചിലര്‍,,
somehow,,,എങ്ങനെയോ,,
someone,,,ആരോ,,
something,,,എന്തോ,,
sometimes,,,ചിലപ്പോള്‍,,
somewhat,,,എങ്ങനെയോ,,
somewhere,,,എവിടെയോ,,
son,,,മകന്‍,,
song,,,പാട്ട്/ചിന്ത്,,
soon,,,ഉടനെ,,
sophisticated,,,,,
sorcery,,,ഒടി,,
sorry,,,മാപ്പ്,,
sort,,,"ഒഴുങ്ങാക്കുക, അടുക്കാക്കുക",,
soul,,,,,
sound,,,ഒലി/ഇരച്ചില്‍,,
soup,,,ചാറ്,,
source,,,ഉറവ,,
south,,,തെക്ക്,,
southern,,,തെക്കന്‍,,
Soviet,,,സോവിയറ്റ്,,
sow,,,വിതയ്ക്കുക,,
space,,,വെളിയിടം/വാനിടം/വാനവെളി,,
Spanish,,,സ്പാനിഷ്,,
speak,,,മിണ്ടുക,,
speaker,,,പറച്ചിലാള്‍,,
special,,,,,
specialist,,,,,
species,,,ഇനം,,
specific,,,,,
specifically,,,,,
speech,,,പറച്ചില്‍,,
speed,,,പാച്ചില്‍പ്പാട്/വിരവ്,,
spend,,,ചിലവഴിക്കുക,,
spending,,,ചെലവ്,,
spice,,,കറിക്കൂട്ട്,,
spin,,,തിരിക്കുക/കറക്കുക,,
spirit,,,,,
spiritual,,,,,
spit,,,തുപ്പല്‍,,
splash,,,ചീറ്റല്‍/തെറിക്കുക,,
split,,,പിരിയുക,,
spokesman,,,പറച്ചിലാള്‍,,
sport,,,കളി,,
spot,,,പുള്ളി/ഇടം,,
spread,,,പടര്‍ത്തുക,,
spring,,,പൂക്കാലം,,
square,,,ചതുരം,,
squeeze,,,ഞെക്കിപ്പിഴിയുക,,
stability,,,നിലയുറപ്പ്,,
stable,,,നിലയുറച്ച,,
stack,,,അട്ടി,,
staff,,,തൊഴിലാളി,,
stage,,,അരങ്ങ്/മേട,,
stain,,,കറ,,
stair,,,പടവ്,,
stake,,,പങ്ക്/ഓഹരി,,
stand,,,നില്‍ക്കുക,,
standard,,,നിലവാരം,,
standing,,,നില്‍ക്കുന്നു,,
star,,,വാനമീന്‍,,
state,,,പരുവം/നില,,
steam,,,ആവി,,
still,,,അനങ്ങാത്ത,,
stir,,,ഇളക്കുക,,
stock,,,പത്തായം/പങ്ക്,,
stomach,,,വയര്‍,,
stone,,,കല്ല്‌,,
stop,,,നിര്‍ത്തുക,,
stoppage,,,മുടക്കം,,
storage,,,നിലവറ,,
store,,,കട/ഓരുക്കൂട്ടുക,,
storm,,,കൊടുങ്കാറ്റ്,,
story,,,കഥ,,
straight,,,നേരെയുള്ള,,
strange,,,അറിയാത്തത്,,
stranger,,,അറിയാത്തവര്‍/വരത്തന്‍,,
strategic,,,അടവോര്‍ത്ത,,
strategy,,,അടവ്,,
straw,,,വൈക്കോല്‍,,
stream,,,ആവി,,
street,,,തെരുവ്,,
strength,,,"കരുത്ത്, ഈടുറപ്പ്",,
strengthen,,,കരുത്തുകൂട്ടുക,,
stress,,,പിരിമുറുക്കം,,
stretch,,,നീട്ടുക,,
stricken,,,കൊണ്ട,,
strike,,,പണിമുടക്ക്/അടി,,
string,,,നൂല്‍/ചരട്,,
strip,,,വര,,
stroke,,,മാടുക,,
strong,,,കരുത്തുറ്റ,,
strongly,,,കട്ടിയായി,,
structure,,,ഉരുവം,,
struggle,,,പോരാട്ടം,,
student,,,കറ്റാളി,,
studio,,,,,
study,,,കല്‍ക്കുക,,
stuff,,,കോപ്പ്,,
stupid,,,മണ്ടന്‍,,
style,,,മട്ട്/ഇശല്‍,,
subject,,,തുറ,,
submit,,,കീഴടങ്ങുക,,
subsequent,,,അടുത്ത,,
subsistence,,,നിലനില്‍പ്പ്‌,,
substance,,,,,
substantial,,,കുറെയേറെ,,
substitute,,,പകരക്കാരന്‍/പകരംവെയ്ക്കുക,,
subtract,,,കുറയ്ക്കുക/കിഴിക്കുക,,
succeed,,,കൊറ്റംകൊള്ളുക,,
success,,,കൊറ്റം,,
successful,,,കൊറ്റംകൊണ്ട,,
successfully,,,കൊറ്റംകൊണ്ട്,,
sufficiency,,,തികയ്പ്പ്,,
sufficient,,,തികഞ്ഞ/മതിയായ,,
suit,,,തക്കതാകുക/ചേരുക,,
suitable,,,തക്കത്/ചേരുന്ന/ഇണങ്ങുന്ന,,
summary,,,ചുരുക്കം,,
summer,,,വേനല്‍ക്കാലം,,
summit,,,കൊടുമുടി,,
sun,,,ഞായര്‍/കതിരവന്‍,,
super,,,അടിപൊളി,,
supply,,,എത്തിച്ചുകൊടുക്കല്‍,,
support,,,പിന്തുണ,,
supporter,,,അണി,,
suppose,,,കരുതുക,,
supposed,,,കരുതപ്പെടുന്ന,,
Supreme,,,ഉയര്‍,,
sure,,,തീര്‍ച്ച/ഉറപ്പ്,,
surely,,,തീര്‍ച്ചയായും,,
surface,,,മുകള്‍തട്ട്/മുകള്‍പാളി/തലം,,
surgery,,,,,
surprise,,,ഞെട്ടല്‍/നടുക്കം/അമ്പരപ്പ്,,
suspect,,,,,
sustain,,,നിലനിര്‍ത്തുക,,
swear,,,തെറിവിളിക്കുക,,
sweep,,,തൂത്തുവാരുക,,
sweet,,,ഇനിപ്പ്,,
swim,,,നീന്തുക,,
swing,,,ഊഞ്ഞാലാടുക,,
switch,,,ഇളകോല്‍,,
symbol,,,അടയാളം,,
symptom,,,അടയാളങ്ങൾ,,
system,,,,,
table,,,മേശ,,
tablespoon,,,ചായക്കരണ്ടി,,
tactic,,,അടവ്,,
tail,,,വാല്‍,,
take,,,എടുക്കുക,,
tale,,,കഥ,,
talent,,,കഴിവ്,,
talk,,,മിണ്ടുക,,
tall,,,പൊക്കമുള്ള,,
tame,,,മെരുക്കുക/മെരുങ്ങിയ,,
tank,,,,,
tap,,,തൂമ്പ്,,
tape,,,നാട,,
target,,,ഉന്നം/ലക്ക്,,
task,,,പണി,,
taste,,,ചുവ,,
tattoo,,,പച്ചകുത്ത്,,
tax,,,ചുങ്കം/നികുതി/പാട്ടം,,
taxpayer,,,ചുങ്കമടപ്പവര്‍,,
tea,,,ചായ,,
teach,,,കറ്റുക,,
teacher,,,ആശാന്‍,,
teaching,,,കറ്റല്‍,,
team,,,മുന്നണി,,
tear,,,കണ്ണീര്‍/കീറുക,,
teaspoon,,,ചായക്കരണ്ടി,,
technical,,,പനുവല്‍ത്തികവുള്ള,,
technique,,,അടവ്,,
technology,,,പനുവല്‍,,
teen,,,പതിവയസ്സ്,,
teenager,,,പതിവയസ്സുകാരന്‍,,
telephone,,,,,
telescope,,,കുഴല്‍ക്കണ്ണ്,,
television,,,,,
tell,,,പറയുക,,
temperature,,,ചൂടളവ്‌/ചൂടുനില,,
temporary,,,,,
ten,,,പത്ത്,,
tend,,,പതിവ്,,
test,,,മേന്മനോക്കുക,,
testify,,,മൊഴിപറയുക,,
testimony,,,മൊഴിപറച്ചില്‍,,
testing,,,മേന്മനോക്കല്‍,,
text,,,എഴുത്ത്,,
then,,,പിന്നെ,,
they,,,അവര്‍,,
thick,,,കട്ടിയുള്ള,,
thin,,,മെലിഞ്ഞ,,
thing,,,പൊരുള്‍,,
think,,,നിനയ്ക്കുക,,
thinking,,,നിനയ്ക്കുന്ന,,
third,,,മൂന്നാമത്തെ,,
thirty,,,മുപ്പത്,,
this,,,ഇത്,,
those,,,ആ,,
though,,,പക്ഷേ,,
thought,,,നിനവ്,,
thousand,,,ആയിരം,,
threat,,,ഊപ്പിടി,,
threaten,,,ഊപ്പിടി ചെയ്യുക,,
three,,,മൂന്ന്‍,,
throat,,,തൊണ്ട,,
through,,,അതിലൂടെ,,
throughout,,,എല്ലായിടവും,,
throw,,,എറിയുക,,
thus,,,അതുകൊണ്ട്,,
ticket,,,കൈച്ചീട്ട്/കുറി,,
tie,,,കെട്ട്,,
tight,,,ഇറുകിയ/മുറുക്കം,,
time,,,നേരം,,
tiny,,,ചെറിയ/കുറിയ,,
tip,,,അറ്റം,,
tire,,,ഓയുക,,
tired,,,തളര്‍ന്ന,,
tissue,,,,,
title,,,തലക്കെട്ട്‌,,
to,,,അതിലേക്ക്,,
tobacco,,,പുകയില,,
today,,,ഇന്ന്,,
toe,,,കാല്‍വിരല്‍,,
together,,,ഒരുമിച്ച്,,
tomato,,,തക്കാളി,,
tomorrow,,,നാളെ,,
tone,,,ഈണം,,
tongue,,,നാക്ക്,,
tonight,,,ഈരാവില്‍,,
too,,,കൂടി,,
tool,,,കരിവി,,
tooth,,,പല്ല്,,
tooth brush,,,ഉമിക്കോല്‍,,
tooth powder,,,ഉമിക്കരി,,
tooth paste,,,ഉമിപ്പശ,,
top,,,മേലെ/മുന്തിയ,,
topic,,,തുറം,,
toss,,,ഏറ്,,
total,,,ആകെ,,
totally,,,മൊത്തമായി,,
touch,,,തൊടുക,,
tough,,,കടുപ്പമുള്ള,,
tour,,,നാടുചുറ്റല്‍,,
tourist,,,നാടുചുറ്റി,,
tournament,,,ഇകല്‍,,
toward,,,നേരെ,,
towards,,,നേര്‍ക്ക്,,
tower,,,,,
town,,,പട്ടണം,,
toy,,,കളിപ്പാട്ടം,,
trace,,,പിന്‍പാട്,,
track,,,പാളം,,
trade,,,കച്ചവടം,,
tradition,,,നാട്ടുനടപ്പ്,,
traditional,,,നാട്ടുനടപ്പായ,,
traffic,,,നീക്കുപോക്ക്,,
tragedy,,,കരുവിന,,
trail,,,പാത/പിന്നില്‍,,
train,,,തീവണ്ടി/പയറ്റുക,,
transportation,,,നീക്കുപോക്ക്,,
travel,,,വഴിപോക്ക്,,
treasury,,,ഖജനാവ് (പേര്‍ഷ്യന്‍),,
tremendous,,,തകര്‍പ്പന്‍,,
trend,,,പോക്ക്,,
trial,,,തുനിവ്,,
tribe,,,കാട്ടാളര്‍,,
trick,,,പറ്റിക്കുക,,
trip,,,ചുറ്റല്‍,,
troop,,,പട,,
trouble,,,കുഴപ്പം/തൊന്തരവ്‌/മിനക്കേട്/പുകിൽ,,
truck,,,ചരക്കുവണ്ടി,,
(true),,,ശരി,,
truly,,,തീര്‍ച്ചയായും,,
trust,,,നമ്പല്‍,,
truth,,,നിജം/ഉണ്മ,,
try,,,തുനിയുക,,
tube,,,കുഴല്‍,,
tunnel,,,തുരങ്കം,,
turn,,,വളവ്/തിരിവ്,,
TV,,,കാഴ്ചപ്പെട്ടി,,
twelve,,,പന്ത്രണ്ട്,,
twenty,,,ഇരുപത്,,
twice,,,രണ്ടുതവണ,,
twin,,,ഇരട്ട,,
two,,,രണ്ട്,,
type,,,ഇനം,,
typical,,,പൊതുവായ,,
typically,,,പൊതുവേ,,
under,,,അടിയില്‍/കീഴില്‍,,
underpass,,,അടിപ്പാത,,
understand,,,തിരിയുക,,
underwear,,,ഉള്ളാട,,
unemployment,,,തൊഴിലില്ലായ്മ,,
unit,,,,,
United,,,ഒരുമിച്ച,,
unity,,,ഒരുമ/ഒന്നിപ്പ്,,
universal,,,വിയല്‍മുറ്റും,,
universe,,,വിയല്‍,,
university,,,കലാകൂടം,,
unknown,,,അറിയാത്ത,,
unless,,,അല്ലാതെ,,
unlike,,,അത് പോലെയല്ല,,
unlikely,,,ഉണ്ടാവാനിടയില്ലാത്ത,,
until,,,ഇതുവരെ,,
unusual,,,,,
up,,,മുകളില്‍,,
upload,,,ഏറ്റുക,,
upon,,,മീതെ,,
useless,,,തൊളി,,
vaccination,,,തടുക്കല്‍ കുത്തിവയ്പ്,,
valley,,,താഴ്വര,,
valuable,,,വിലയേറിയ,,
value,,,വില,,
variable,,,മാറുവ,,
variation,,,മാറ്റം,,
variety,,,പലവക,,
vast,,,പരപ്പ്,,
vegetarian,,,പച്ചതീനി,,
vehicle,,,വണ്ടി,,
vent,,,അഴുത്ത്,,
ventilation,,,കാറ്റോട്ടം,,
view,,,കാഴ്ച,,
viewer,,,കാണി/കാഴ്ചക്കാരന്‍,,
village,,,ഊര്,,
violate,,,തെറ്റിക്കുക,,
violation,,,തെറ്റിക്കല്‍,,
violence,,,,,
violent,,,,,
virtually,,,,,
virtue,,,,,
virus,,,വൈറസ്,,
visible,,,കാണപ്പെടുന്ന,,
vision,,,കാഴ്ച,,
visit,,,വരവ്,,
visitor,,,വിരുന്നുകാരന്‍,,
visual,,,കാഴ്ച,,
vital,,,ഒഴിച്ചുകൂടാനാകാത്ത,,
voice,,,ഒച്ച,,
volume,,,ഉള്ളളവ്‌,,
volunteer,,,,,
vote,,,,,
voter,,,,,
warehouse,,,പണ്ടികശാല,,
warning,,,മുന്നറിയിപ്പ്,,
wash,,,കഴുകുക,,
washing soap,,,അലക്കുകട്ട,,
waste,,,ചവറ്,,
watch,,,നോക്കുക,,
water,,,വെള്ളം,,
waterfall,,,വെള്ളച്ചാട്ടം,,
wave,,,തിരമാല/അല,,
way,,,വഴി,,
we,,,നമ്മള്‍/ഞങ്ങള്‍,,
weak,,,കരുത്തില്ലാത്ത,,
wealth,,,പണത്തികവ്,,
wealthy,,,പണക്കാര്‍/കാശുകാര്‍,,
weapon,,,പടക്കോപ്പ്,,
wear,,,അണിയുക,,
weather,,,കാലനില/ആച്ച്,,
wedding,,,മിന്നുകെട്ട്,,
week,,,ആഴ്ച,,
weekend,,,ആഴ്ചയൊടുക്കം,,
weekly,,,ആഴ്ചതോറും,,
weigh,,,തൂക്കിനോക്കുക,,
weight,,,തൂക്കം,,
welcome,,,വരവേല്‍പ്പ്,,
welfare,,,നലം,,
well,,,കിണര്‍/നല്ലത്,,
west,,,പടിഞ്ഞാറ്,,
western,,,പടിഞ്ഞാറേ,,
wet,,,നനഞ്ഞ,,
whale,,,തിമിംഗലം,,
what,,,എന്ത്',,
whatever,,,എന്തെങ്കിലും,,
wheel,,,,,
when,,,എപ്പോള്‍,,
whenever,,,എപ്പോഴെല്ലാം,,
where,,,എവിടെ,,
whereas,,,എന്നാല്‍,,
whether,,,ഇല്ലയോ,,
which,,,ഏത്,,
while,,,അപ്പോള്‍,,
whirlpool,,,ചുഴിയം,,
whisper,,,അടക്കംപറച്ചില്‍,,
white,,,വെള്ള,,
who,,,ആര്,,
whole,,,മൊത്തം,,
wholesale,,,മൊത്തക്കച്ചവടം,,
whom,,,ആരെ,,
whose,,,ആരുടെ,,
why,,,എന്തുകൊണ്ട്/എന്തിന്,,
wide,,,വീതിയുള്ള,,
widely,,,പരക്കെ,,
widespread,,,പരക്കെയുള്ള,,
wife,,,പെണ്ണ്/അച്ചി,,
wild,,,കാട്ടു,,
will,,,ഒരുക്കം,,
willing,,,ഒരുക്കമുള്ള,,
win,,,വെല്ലുക,,
wind,,,കാറ്റ്,,
window,,,ജന്നല്‍,,
wine,,,വീഞ്ഞ്,,
wing,,,ചിറക്,,
winner,,,വെന്നവര്‍,,
winter,,,തണുപ്പുകാലം,,
wipe,,,തുടയ്ക്കുക,,
withdraw,,,പിന്‍വലിക്കുക/ഉള്‍വലിയുക,,
within,,,ഉള്ളില്‍/അകത്ത്,,
without,,,ഇല്ലാതെ/കൂടാതെ,,
witness,,,കണ്ടവര്‍,,
woman,,,പെണ്ണ്,,
wonder,,,,,
wonderful,,,,,
wood,,,തടി,,
wooden,,,തടികൊണ്ടുള്ള,,
word,,,ഉരി,,
work,,,ജോലി/പണി/ഉഴവ്,,
worker,,,ജോലിക്കാരന്‍,,
working,,,പണിയുന്ന,,
works,,,പണികള്‍,,
workshop,,,പണിപ്പുര,,
world,,,ഉലകം,,
worm,,,പുഴു,,
worried,,,,,
worry,,,,,
worth,,,മതിപ്പ്,,
would,,,കഴിയും,,
wound,,,മുറിവ്,,
wrap,,,പൊതിയുക,,
yes,,,ഉവ്വ്/അതെ,,
yield,,,വിളവ്/വരുമാനം,,
you,,,താങ്കള്‍/നിങ്ങള്‍/നീ,,
young,,,ചെറുപ്പം,,
your,,,താങ്കളുടെ,,
yours,,,താങ്കളുടേത്,,
yourself,,,നിങ്ങള്‍ തന്നെ,,
youth,,,ചെറുപ്പക്കാര്‍,,
zone,,,ഇടം,,
